line_number	line	class_level1	class_level12	class_level123
916	semper sa consolacione gau	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
917	dere ilia oratio	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
918	concede nos tamulos	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
919	tuos quoniam domine deus perpe	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
920	tua mentis et corporis lau	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
921	tate gaudere et gloriosa berte	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
922	mane l emper virginibus inter	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
923	cessione a ponti liberari tuti	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
924	cl et eterna pertran leticia	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
925	cieliam tuam qui die	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
926	benignus illustra sunt	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
927	beati johanis apostoli tui et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
928	euvangelisté illuminata	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
929	doctrinis addona perveniat	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
930	sempiterna per dominum nostrum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
931	ipsum christum filium tuum qui	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
932	tecum uit et regnat in uni	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
933	nitate spiritus sanct deus per omnia	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
934	secula seculorum amen	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
935	benedicamus domino deo gratiam	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
936	de beata maria comm angelus	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
937	domin minciauit marie et ipsa con	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
938	cepit de spiritum sancto ver ecce ancilla do	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
939	nostrum r sciat michi secundum uer	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
940	bum tuum oremus et bracio	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
941	letificet et aduvet nos	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
942	omnipimus et misericors deus illi	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
943	gelice annunciationis et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
944	domince conceptionis galltorta	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
945	recolentes et pia dei genitrix	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
946	virgo semper maria in cui	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
947	venerationem hec eadem comme	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
948	moramus nunc et in hora	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
949	mortis et in cunctis tribulaci	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
950	omnibus necessitatibus et angu	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
951	tibus nostris consolationem	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
952	vici ips nobis impetret auxili	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
953	suum consilium et adiuva	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
954	men per expistum domini non	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
955	strum amen	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
956	ad primam	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
957	eius in adiutorium	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
958	meum intende	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
959	domine ad adiu	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
960	sicut erat hymamus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
961	mandimine festina ſra	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
962	eni creator spiritus mei	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
963	tes tuorum uisita imple	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
964	stipendi gracia que tu crea	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
965	pectora elemento salu	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
966	tis auctor quod nostri qui	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
967	bell corporis ex illibata uid	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
968	gine nascendo formam sumpse	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
969	ris aria mater gracie	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
970	mater me tu nos ab hoste	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
971	protege et hora mortis suis	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
972	cape loria tibi domine qui na	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
973	tus es de virgine cum patre sancto	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
974	spiritu in sempiterna secula	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
975	amen psalmus dauid	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
976	eius in nomine tuo sal	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
977	un me fac et in uirtute tua	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
978	iudica me eius exaudi	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
979	rationem meam auribus per	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
980	cape uerba oris mei in ali	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
981	eius insurrexerunt aduersum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
982	nes et fortes quelierunt anima	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
983	dominum et non proposuerunt	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
984	m ante conspectuum suum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
985	ce enim deus adiuvant me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
986	et dominus susceptor est anime mee	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
987	voluntarie sacrificabo	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
988	tibi et confitebor nomini tuo	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
989	domine quoniam bonum est quoniam ex	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
990	omnes tribulatione eripuisti me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
991	et super inimicos meos despexit	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
992	oculus meus gloria patri	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
993	sicut erat psalmus dauid	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
994	laudate dominum omnes	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
995	gentes laudate eum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
996	omnes populos con confirma	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
997	ta est super nos misericordia eius et be	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
998	utas domini manet in eternum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
999	alia patri sicut erat psalmus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1000	confitemini domino quoniam	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1001	bonus quoniam in seculum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1002	misericordia eius illicat nunc israhel	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1003	quoniam bonus quoniam in seculum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1004	misericordia eius dicat nunc domus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1005	aaron quoniam bonus quoniam in seculum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1006	misericordia eius dicant nunc qui	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1007	timent dominum quoniam in seculum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1008	inia eius m tribulatione et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1009	uocauit dominum et exaudivit	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1010	ne in latitudine dominus deus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1011	michi adiutor non timebo	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1012	laud faciat michi homo	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1013	nuntia michi adiutor et ego	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1014	spiciam inimicos meos	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1015	dominum est confidere in do	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1016	mino quam confidere in homine	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1017	bonum est sperare in domino	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1018	quoniam sperare in principibus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1019	omnes gentes circuerunt me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1020	et in nomine domini quia ultus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1021	suum in eos uirundantes	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1022	arcumdederunt me et in nomine	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1023	domini quia ultus sum in eos	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1024	circumdederunt me sicut	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1025	pes et exarserunt me sicut in	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1026	nobis in spinis et in nomini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1027	domini quia ultus sum in eo	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1028	impulus eiusversus sum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1029	ut caderem et dominus suscepiterne	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1030	fortitudo mea et laud mea	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1031	dominus et factus est michi in sa	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1032	lutem vox exultacionis	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1033	et salutis in tabernaculis ui	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1034	storum extera domini fecit	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1035	virtutem dextera domini exalta	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1036	uit me dextera domini fecit uir	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1037	tutem non moriarled ui	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1038	meam et narrabo opera domini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1039	fastigans castigant me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1040	mis et morti non tradidit	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1041	aperite michi portas	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1042	officient et ingressus in eas con	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1043	terror domino hec porta domini in	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1044	si intrabunt in eam son	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1045	titebor tibi domine quoniam exaudisti	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1046	me et factus est michi in salu	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1047	temp lapidem que repro	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1048	bauerunt edificantes hic factus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1049	est in caput anguli domino	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1050	factum est istud et est mira	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1051	bile in oculis nostris	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1052	est dies quam fecit dominus exuli	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1053	temus et letemur in ea	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1054	domine psalium me fac o domine bene	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1055	prosperare benedictus qui	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1056	nuit in nomine domini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1057	dicamus vobis de domo dominus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1058	deus dominus et illuxit nobis	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1059	scituite diem solemnem	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1060	dempsis usque ad cornu alta	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1061	deus meus es tu et con	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1062	fitebor tibi deus meus es tu et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1063	exaltabo te confitebor	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1064	domine quoniam exaudisti me et factus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1065	est michi in salutem non	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1066	fitemini domino quoniam bonus quoniam	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1067	seculum misericordia eius lia	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1068	ergo uerbo concepit	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1069	virgo permansit uir	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1070	peperit regem omnis regum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1071	gracias ave maria	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1072	dicia plena dominus tecum bene	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1073	tota tu in mulieribus et benedes	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1074	fuctus ventris tui ens tecum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1075	gloria patri et filio et spiritum sancto	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1076	a ue maria gracia plena non post	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1077	partum virgo involata permansi	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1078	sti hec dei genitrix intercede pro	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Short lesson
1079	nobis bis domine exaudi et clamor	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Preces
1080	meus ad te ueniat oremus oratio	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1081	sancti spiritus domine corda uo	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1082	ultra mundet infirmus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1083	et sui roris intima aspersio	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1084	ne fecundet alia oracio	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1085	vitam tuam quias dominus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1086	mentibus nostris	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1087	tunde ut qui angelo nunc	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1088	ipsi filii tui incarnationem	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1089	cognovimus per passionem	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1090	eius et crucem ad resurrectio	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1091	mens gloriam perducamur	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1092	ecclesiam tuam qui domine	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1093	benignus illustra ut	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Orationes
1094	deus in ad ad tertia	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Invocation
1095	adjutorium meum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Invocation
1096	intende omni	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Invocation
1097	ne ad adiuvandum me tel	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Invocation
1098	aliam patri sicut hujus	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Invocation
1099	veni creator ipsius sunt psalmus dauid	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Hymn
1100	dominum cum tribularer	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1101	clamavit et exaudivit	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1102	domine libera anima	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1103	meam a labiis iniquus et a	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1104	lingua dolosa videtur	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1105	tibi avoit stud appportaturter	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1106	aut quid apponatur tibi ad	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1107	linguam dolosam sagit	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1108	te potentis acute cum carbo	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1109	nibus desolatoris reu michi	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1110	quia incolatus meus prolum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1111	gatus est habitauit cum habitam	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1112	tibus cedar multum incola	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1113	tuit anima mea	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1114	his qui oderunt pacem eius	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1115	pacificus cum loquebar	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1116	impugnabant me gratia	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1117	sa propria ſicut erat	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1118	evaui oculos meos	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1119	montes unde ueniet	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1120	auxilium michi auxilii	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1121	meum a domino qui fecit celum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1122	et terram non dec in com	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1123	motionem pedem tuum neque	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1124	dormittentur qui custoditates	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1125	ce non dormitabit neque secundum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1126	ment qui custodit israhel unus	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1127	custodit te dominus protectione tua	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1128	super manu dexteram tuam	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1129	er diem sol non uret te	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1130	que luna per noctem ins	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1131	fodit te ab omni malo cum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1132	nat anima tuam dominus	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1133	nos custodiat introitum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1134	tuum et exitum tuum ex hoc	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1135	nunc et usque in seculum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1136	gloria patriſ ſicut erat psalmus	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1137	etatus sum in hiis	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1138	que dicta sunt michi	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1139	in domum domini ibimus	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1140	tes erant pedes nostri in atri	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1141	is tuus quoniam plaherusalem	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1142	uis participatio eius in id	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1143	que ædificatur ut civitas eius	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1144	propin illuc enim ascende	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1145	runt tribus tribus domini testis	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1146	monui israhel ad confitendum	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1147	nomini domini quia illic	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1148	servint sedes in iudicio sed	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1149	super dominum dauid	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1150	pate que ad pacem sunt ihe	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1151	rusalem et habundantia di	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1152	ligentibus te fiat pax in	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1153	virtute tua et habundanciam	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1154	in turribus tuis roypter	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
1155	fratres meos et proximos meos	Hours of the Virgin	Hours of the Virgin_Terce	Hours of the Virgin_Terce_Psalms
