line_number	line	class_level1	class_level12	class_level123
829	cantate domino canti	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
830	cum nouum caus et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
831	in cęcclesia sanctorum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
832	letentur israhel in eo qui fecit	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
833	eum et filie syon exultent in	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
834	rege suo	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
835	candent nomen eius in choro	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
836	in tympano et psalterio pausas	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
837	sanit ei	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
838	vici beneplacitum est domino	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
839	in populo suo et exaltavit	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
840	mansuetos in salutem	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
841	vultabunt sancti in gloria	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
842	sectabuntur in cubilibus suis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
843	roultationes dei in guttu	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
844	re eorum et complacidus cantipites	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
845	in incumbis eorum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
846	ad faciendam vindictam	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
847	in nationibus increpationes	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
848	in populus	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
849	ed alligandos reges eorum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
850	in conpedibus et nobiles eorum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
851	manicis ferreis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
852	t faciant in eis uero dicandum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
853	conscriptum gloriam hec est	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
854	omnibus sanctis eius	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
855	au date domini in saint	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
856	tas eius laudate eum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
857	princamento virtutis eius	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
858	laudate eum in virtutibus	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
859	eius laudate eum secundum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
860	multitudine magnitudinis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
861	laudate eum in sono tube	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
862	laudate eum in psalterio et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
863	laudate eum in tympano	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
864	et chord laudante etiam cordis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
865	et organo	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
866	laudate eum in cymbalis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
867	benesonantabis leaudentem ci	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
868	in cymbrabilis in bilectionis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
869	ins spiritibus laudet commim	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
870	lor a patri et filio	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
871	incidit etatur in psalmincipio r	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
872	dignare me laudare te virgo	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
873	sacram et des michi virtute con	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
874	terra hostes tuos faitursum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Psalms
875	esix namque es sacre vir	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
876	ego mara et omnia laude	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
877	signismnia quia ex te orta	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
878	est iusticie christus deus noster	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
879	deo gertas symmis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
880	gloriosa dommag excel	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
881	sa supera hydera qui te	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
882	creavit proui de la casti sacro	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
883	quod eu a tristis abstulit	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
884	tu reddis anno germme in	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
885	rent ut castra flebiles ce li se	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
886	nestre sacta facta est	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
887	qu regis casti in annua et por	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
888	tacens fulgide vitam data	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
889	pec turgnem combentes ce de parte	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
890	arice inciter congre martet	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
891	misericordie tu nos ab hoste	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
892	protege et hoz a mortis suscipe	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
893	lors a tibi domine qui non trans	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
894	es de virgine cum patre et jacto	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
895	spiritu in sempiterna secula	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
896	amen et legit eam deus et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
897	prec legit eam et habitare ea	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
898	faciem in tabernaculum suum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
899	sub tuum et psalmus dauid	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_HSL
900	benedictus dominus de	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
901	uis israel quia visita	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
902	uit et fecit redemptionem ple	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
903	bis sue	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
904	et erexit cornu salutis non	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
905	bis in domino dauid pueri sui	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
906	sicut locutus est per ot saec	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
907	torum qui a seculo sunt pro	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
908	prophetarum eius	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
909	ablutem ex micis nostris	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
910	et de mam omnes qui ode	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
911	runt nos	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
912	ad faciendam meam cum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
913	patribus nostras et memori tes	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
914	tamenti sui sancti	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
915	susurandum quod vira	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
916	invent ab abraham petitre nostrum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
917	saturum se nobis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
918	et me timore de manu	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
919	mitorum nostrorum liberati	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
920	cern cani illi	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
921	in sanctitate et iusticia con	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
922	tam ipso omnibus diebus nostris	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
923	tu pries propheta estressi	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
924	mi vocaberis preibis en ante	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
925	faciem domini parare vias	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
926	dandam scienciam salu	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
927	tas plebi eius in remissiones	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
928	peccatorum eorum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
929	ex uisced misericordie	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
930	ses me in quibus visitavit	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
931	nostri oriens ex alto	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
932	ismaye his qui in tene	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
933	bris et in umbra mortific se	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
934	dent ad dirigendos pedes nostras	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
935	in viam pacis	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
936	joziam patri aδ sub tuum pre	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
937	asidium confugimus sancta dei	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
938	gemintro nostras de precaciones ne	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
939	despicias in necessitatibens sed a	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
940	periculis omnibus si bera nos se par	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Canticle
941	virgo benedicta domine exau	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Preces
942	meus ad te ueniat ozemus et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
943	di orationem meam et clamor	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
944	enf qui cor de fidelum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
945	sancti spiritus illustra	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
946	cione docuisti et a nobis in	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
947	eodem spiritu recta sapere et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
948	de eius semper sancta consola	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
949	tione egredere per domini	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
950	mem thesum son sensum tuum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
951	qui tecum vivit et regnas	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
952	dec omnia secula seculorij a	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
953	etiam qui lu de beate in carie	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
954	vicecomeſ vtero verbum	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
955	terram changelum non conce	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
956	carnem suscipere uosuisti pre	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
957	facta supplicibus tuis inc qui vere	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
958	eorum exui genitricem credimus	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
959	eius apud te intercessionibus	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
960	adunc mur lx cum de ego	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
961	immi murm je sum x cum fili	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
962	um tuum qui tecum vint et	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
963	regn cant deus hec omnia	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
964	ad primam	Hours of the Virgin	Hours of the Virgin_Lauds	Hours of the Virgin_Lauds_Orationes
965	eius me aduitorum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
966	incim intende	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
967	domine ad adiuvas	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
968	dum me sestina	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
969	soria patri et filios	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
970	sicut exat in principio et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
971	nunc et semper et ce que onymus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Invocation
972	sem creator pontif me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
973	tes tuorum visitas in pule	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
974	supernci congressi que tu trecasti pet	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
975	jemento salutis auctor quod	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
976	in quondecim corporis epilli	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
977	bata virgine nascendo jorinciz	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
978	crici mei ter cogeatie incitet	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
979	gracie mater misericordie tu	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
980	nos ab hoste protectione et thoz	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
981	mortis suscipe	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
982	soria tibi domine qui non	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
983	tuis et de virgine cum patre	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
984	et sancto spiritu in sempiterne	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Hymn
985	na secula amen ave maria	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
986	deus in nomine tuo sas	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
987	sum me fac et in vir	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
988	tute tua iudica me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
989	leuf exaudi orationem meam	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
990	auribus percipe verberia oris mei	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
991	quoniam assiem insurrexe	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
992	runt adversum me et sortes	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
993	quesierunt animam meam et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
994	non proposuerunt deum ante	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
995	conspectum suum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
996	sce eum deus adunat me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
997	et dominus susceptor est omne	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
998	verte mala inimicis me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
999	ire et in ueritate tua disperde	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1000	voluntarie sacrificabo tibi	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1001	et confitebor nomini tuo domini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1002	ne quoniam bonum est	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1003	in cy omin tribulatione	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1004	eripuisti me et super inimicos	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1005	incos meos despexit oculus me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1006	soria patri psalmus dauid	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1007	cau deitate domini omnes	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1008	gentes laudate eum omnes	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1009	que meam confirmata est	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1010	super nos misericordia eius et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1011	veritas domini manent mel	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1012	cozia pexitri et filio psalmus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1013	confitemini domino que	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1014	inciam bonus quoniam	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1015	in seculum misericordia eius	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1016	incit munc israhel quoniam bonus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1017	quoniam in seculum misericordia eius	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1018	sicut nunc donnis caron	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1019	quoniam bonus quoniam in	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1020	seculum misericordia eius	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1021	incant me inc donis qui tu	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1022	ment domini quoniam in se	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1023	tu sum misericordia eius	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1024	de tribulatione inuocaui do	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1025	minim et exaudivit me in la	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1026	titudinc dominus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1027	commisc michi adui tor non	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1028	timebo quod facicit michi homo	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1029	dominus michi adiutor et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1030	ego despiciam inimicos meos	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1031	que considere in homine	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1032	dominum est confidere in domino	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1033	omin est sperare in domino	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1034	quod ſperce in princibus	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1035	imes coentes circuiveras	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1036	meos et in nomen domini quia	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1037	vultus sum in eos	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1038	nytundant les circumdede	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1039	runt me et in nomen domini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1040	quia oblitus sum in eos	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1041	hircumdederunt mei sicut	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1042	apes et exarecerunt sicut ignis	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1043	in spons et in nomen domini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1044	qui ci volu sum in eos	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1045	impulsus enversus sum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1046	vot caderem et dicens su præcepitur me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1047	fortitudo mea et lais mea	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1048	donis et factus est michi	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1049	in salutem	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1050	voultationis et salu	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1051	tel in tabernaculis instoriz	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1052	dextera domini fecit uirtu	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1053	tem dextera domin exaltavit me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1054	dextera domin fecit uirtute in	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1055	on moriar sed viam et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1056	narrabo opera domini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1057	castigans castigavit me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1058	domino et morti no tradidit me	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1059	aperite michi portamini iusti	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1060	cie ingressis sicut in eas confitque	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1061	bor domino hec porta domini	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1062	iusti intrabunt in equum	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1063	confitebor tibus se quoniam ex	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1064	audisti me et factus est michi	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1065	in salutem	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1066	lapidem quem reprobrue	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1067	runt edificantes sicut factus est	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1068	in caput anguli	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
1069	domino factum est istud et	Hours of the Virgin	Hours of the Virgin_Prime	Hours of the Virgin_Prime_Psalms
